OrderNumber,OrderLineItem,DateKey,OrderDate,StockDate,ProductKey,CustomerKey,TerritoryKey,OrderQuantity,ProductPrice,ProductCost,Revenue,TotalCost,Profit
SO60263,2,20161218,2016-12-18,2003-12-01,478,20923,8,2,9.99,3.7363,19.98,7.4726,12.5074
SO60263,3,20161218,2016-12-18,2003-12-01,215,20923,8,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60263,1,20161218,2016-12-18,2003-11-09,589,20923,8,1,769.49,419.7784,769.49,419.7784,349.71160000000003
SO60300,2,20161218,2016-12-18,2003-10-30,215,23397,6,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60300,1,20161218,2016-12-18,2003-08-27,578,23397,6,1,1214.85,755.1508,1214.85,755.1508,459.6991999999999
SO60264,1,20161218,2016-12-18,2003-09-05,232,11851,4,1,48.0673,31.7244,48.0673,31.7244,16.342900000000004
SO60257,3,20161218,2016-12-18,2003-10-27,223,21053,10,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60257,2,20161218,2016-12-18,2003-10-16,232,21053,10,1,48.0673,31.7244,48.0673,31.7244,16.342900000000004
SO60257,1,20161218,2016-12-18,2003-09-20,583,21053,10,1,1700.99,1082.51,1700.99,1082.51,618.48
SO60307,3,20161218,2016-12-18,2003-08-29,538,22297,4,3,21.49,8.0373,64.47,24.1119,40.3581
SO60307,2,20161218,2016-12-18,2003-11-27,529,22297,4,2,3.99,1.4923,7.98,2.9846,4.9954
SO60307,4,20161218,2016-12-18,2003-10-15,215,22297,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60307,1,20161218,2016-12-18,2003-11-03,605,22297,4,1,539.99,343.6496,539.99,343.6496,196.3404
SO60308,2,20161218,2016-12-18,2003-09-01,479,22258,4,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60308,1,20161218,2016-12-18,2003-09-26,604,22258,4,1,539.99,343.6496,539.99,343.6496,196.3404
SO60251,4,20161218,2016-12-18,2003-11-11,466,13263,7,3,23.5481,9.7136,70.6443,29.1408,41.5035
SO60251,2,20161218,2016-12-18,2003-10-28,478,13263,7,2,9.99,3.7363,19.98,7.4726,12.5074
SO60251,1,20161218,2016-12-18,2003-10-30,356,13263,7,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60251,3,20161218,2016-12-18,2003-10-13,477,13263,7,1,4.99,1.8663,4.99,1.8663,3.1237000000000004
SO60268,1,20161218,2016-12-18,2003-09-27,530,19642,6,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60268,2,20161218,2016-12-18,2003-10-01,215,19642,6,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60258,2,20161218,2016-12-18,2003-08-21,485,14957,7,3,21.98,8.2205,65.94,24.661499999999997,41.2785
SO60258,3,20161218,2016-12-18,2003-08-30,472,14957,7,1,63.5,23.749,63.5,23.749,39.751000000000005
SO60258,1,20161218,2016-12-18,2003-11-11,598,14957,7,1,539.99,294.5797,539.99,294.5797,245.4103
SO60270,2,20161218,2016-12-18,2003-09-21,528,24929,1,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60270,1,20161218,2016-12-18,2003-08-23,535,24929,1,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60270,3,20161218,2016-12-18,2003-09-12,215,24929,1,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60249,4,20161218,2016-12-18,2003-08-29,485,14426,8,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60249,2,20161218,2016-12-18,2003-09-12,528,14426,8,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60249,1,20161218,2016-12-18,2003-10-05,362,14426,8,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60249,3,20161218,2016-12-18,2003-10-26,537,14426,8,1,35.0,13.09,35.0,13.09,21.91
SO60291,1,20161218,2016-12-18,2003-11-27,352,13464,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60311,3,20161218,2016-12-18,2003-09-19,479,17272,1,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60311,2,20161218,2016-12-18,2003-11-28,477,17272,1,1,4.99,1.8663,4.99,1.8663,3.1237000000000004
SO60311,1,20161218,2016-12-18,2003-11-01,580,17272,1,1,1700.99,1082.51,1700.99,1082.51,618.48
SO60259,2,20161218,2016-12-18,2003-10-13,214,22666,8,1,34.99,13.0863,34.99,13.0863,21.9037
SO60259,1,20161218,2016-12-18,2003-11-11,596,22666,8,1,539.99,294.5797,539.99,294.5797,245.4103
SO60282,1,20161218,2016-12-18,2003-10-04,538,24842,7,3,21.49,8.0373,64.47,24.1119,40.3581
SO60282,2,20161218,2016-12-18,2003-11-22,480,24842,7,2,2.29,0.8565,4.58,1.713,2.867
SO60292,4,20161218,2016-12-18,2003-10-05,480,11516,4,2,2.29,0.8565,4.58,1.713,2.867
SO60292,2,20161218,2016-12-18,2003-10-06,528,11516,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60292,1,20161218,2016-12-18,2003-09-26,362,11516,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60292,3,20161218,2016-12-18,2003-08-24,537,11516,4,1,35.0,13.09,35.0,13.09,21.91
SO60272,1,20161218,2016-12-18,2003-10-12,478,14119,6,2,9.99,3.7363,19.98,7.4726,12.5074
SO60272,2,20161218,2016-12-18,2003-08-25,477,14119,6,1,4.99,1.8663,4.99,1.8663,3.1237000000000004
SO60272,3,20161218,2016-12-18,2003-11-08,488,14119,6,1,53.99,41.5723,53.99,41.5723,12.417700000000004
SO60304,3,20161218,2016-12-18,2003-09-09,223,22232,6,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60304,4,20161218,2016-12-18,2003-10-27,477,22232,6,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60304,2,20161218,2016-12-18,2003-09-02,479,22232,6,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60304,1,20161218,2016-12-18,2003-09-17,576,22232,6,1,2384.07,1481.9379,2384.07,1481.9379,902.1321000000003
SO60305,4,20161218,2016-12-18,2003-09-02,223,17123,4,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60305,3,20161218,2016-12-18,2003-10-16,477,17123,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60305,2,20161218,2016-12-18,2003-09-25,479,17123,4,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60305,1,20161218,2016-12-18,2003-10-21,584,17123,4,1,539.99,343.6496,539.99,343.6496,196.3404
SO60296,2,20161218,2016-12-18,2003-09-04,220,25115,9,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60296,1,20161218,2016-12-18,2003-11-15,387,25115,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO60253,1,20161218,2016-12-18,2003-10-29,535,12006,9,3,24.99,9.3463,74.97,28.038899999999998,46.9311
SO60253,2,20161218,2016-12-18,2003-09-22,480,12006,9,2,2.29,0.8565,4.58,1.713,2.867
SO60289,2,20161218,2016-12-18,2003-10-05,478,22050,6,3,9.99,3.7363,29.97,11.2089,18.7611
SO60289,3,20161218,2016-12-18,2003-10-12,477,22050,6,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60289,4,20161218,2016-12-18,2003-10-07,480,22050,6,2,2.29,0.8565,4.58,1.713,2.867
SO60289,1,20161218,2016-12-18,2003-11-18,592,22050,6,1,564.99,308.2179,564.99,308.2179,256.7721
SO60310,2,20161218,2016-12-18,2003-09-11,215,20187,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60310,1,20161218,2016-12-18,2003-10-21,385,20187,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO60310,3,20161218,2016-12-18,2003-12-03,464,20187,4,1,23.5481,9.7136,23.5481,9.7136,13.834500000000002
SO60294,3,20161218,2016-12-18,2003-10-08,223,28382,8,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60294,2,20161218,2016-12-18,2003-10-03,215,28382,8,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60294,1,20161218,2016-12-18,2003-09-18,572,28382,8,1,742.35,461.4448,742.35,461.4448,280.90520000000004
SO60290,4,20161218,2016-12-18,2003-09-10,477,13894,1,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60290,3,20161218,2016-12-18,2003-09-28,478,13894,1,2,9.99,3.7363,19.98,7.4726,12.5074
SO60290,2,20161218,2016-12-18,2003-11-21,485,13894,1,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60290,5,20161218,2016-12-18,2003-08-24,214,13894,1,1,34.99,13.0863,34.99,13.0863,21.9037
SO60290,1,20161218,2016-12-18,2003-10-29,358,13894,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60260,2,20161218,2016-12-18,2003-09-22,220,24583,10,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60260,3,20161218,2016-12-18,2003-11-06,223,24583,10,1,8.6442,5.7052,8.6442,5.7052,2.939
SO60260,1,20161218,2016-12-18,2003-08-23,377,24583,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO60254,4,20161218,2016-12-18,2003-10-28,223,19566,9,3,8.6442,5.7052,25.9326,17.1156,8.817
SO60254,3,20161218,2016-12-18,2003-09-21,477,19566,9,3,4.99,1.8663,14.97,5.5989,9.3711
SO60254,2,20161218,2016-12-18,2003-09-29,478,19566,9,2,9.99,3.7363,19.98,7.4726,12.5074
SO60254,1,20161218,2016-12-18,2003-09-19,485,19566,9,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60254,5,20161218,2016-12-18,2003-09-24,232,19566,9,1,48.0673,31.7244,48.0673,31.7244,16.342900000000004
SO60266,1,20161218,2016-12-18,2003-09-20,541,11331,6,2,28.99,10.8423,57.98,21.6846,36.2954
SO60265,1,20161218,2016-12-18,2003-10-10,529,29253,4,2,3.99,1.4923,7.98,2.9846,4.9954
SO60265,3,20161218,2016-12-18,2003-08-25,215,29253,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60265,2,20161218,2016-12-18,2003-09-12,462,29253,4,1,23.5481,9.7136,23.5481,9.7136,13.834500000000002
SO60295,2,20161218,2016-12-18,2003-10-10,215,20225,9,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60295,1,20161218,2016-12-18,2003-11-12,375,20225,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO60298,4,20161218,2016-12-18,2003-09-30,480,12246,9,2,2.29,0.8565,4.58,1.713,2.867
SO60298,3,20161218,2016-12-18,2003-12-01,528,12246,9,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60298,2,20161218,2016-12-18,2003-11-05,535,12246,9,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60298,1,20161218,2016-12-18,2003-10-14,597,12246,9,1,539.99,294.5797,539.99,294.5797,245.4103
SO60281,2,20161218,2016-12-18,2003-10-12,477,13675,10,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60281,1,20161218,2016-12-18,2003-11-25,478,13675,10,2,9.99,3.7363,19.98,7.4726,12.5074
SO60281,3,20161218,2016-12-18,2003-08-25,214,13675,10,1,34.99,13.0863,34.99,13.0863,21.9037
SO60256,2,20161218,2016-12-18,2003-08-26,480,12459,10,2,2.29,0.8565,4.58,1.713,2.867
SO60256,1,20161218,2016-12-18,2003-11-06,358,12459,10,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60285,2,20161218,2016-12-18,2003-09-19,220,17167,1,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60285,1,20161218,2016-12-18,2003-09-19,580,17167,1,1,1700.99,1082.51,1700.99,1082.51,618.48
SO60299,3,20161218,2016-12-18,2003-10-03,479,26575,4,3,8.99,3.3623,26.97,10.0869,16.8831
SO60299,2,20161218,2016-12-18,2003-10-09,477,26575,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60299,4,20161218,2016-12-18,2003-09-21,214,26575,4,1,34.99,13.0863,34.99,13.0863,21.9037
SO60299,5,20161218,2016-12-18,2003-10-24,229,26575,4,1,48.0673,31.7244,48.0673,31.7244,16.342900000000004
SO60299,1,20161218,2016-12-18,2003-08-23,567,26575,4,1,742.35,461.4448,742.35,461.4448,280.90520000000004
SO60293,3,20161218,2016-12-18,2003-10-13,528,13435,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60293,4,20161218,2016-12-18,2003-11-20,220,13435,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60293,1,20161218,2016-12-18,2003-10-28,356,13435,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60293,2,20161218,2016-12-18,2003-11-24,537,13435,4,1,35.0,13.09,35.0,13.09,21.91
SO60273,1,20161218,2016-12-18,2003-10-25,475,14291,6,1,69.99,26.1763,69.99,26.1763,43.8137
SO60255,1,20161218,2016-12-18,2003-12-03,477,20402,9,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60277,1,20161218,2016-12-18,2003-10-04,477,16899,1,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60287,3,20161218,2016-12-18,2003-09-01,477,19659,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60287,2,20161218,2016-12-18,2003-09-09,478,19659,4,2,9.99,3.7363,19.98,7.4726,12.5074
SO60287,4,20161218,2016-12-18,2003-11-21,480,19659,4,1,2.29,0.8565,2.29,0.8565,1.4335
SO60287,1,20161218,2016-12-18,2003-11-27,598,19659,4,1,539.99,294.5797,539.99,294.5797,245.4103
SO60361,1,20161219,2016-12-19,2003-08-21,354,11811,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60363,2,20161219,2016-12-19,2003-11-12,220,14381,1,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60363,1,20161219,2016-12-19,2003-11-19,360,14381,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60342,1,20161219,2016-12-19,2003-09-10,529,13758,6,3,3.99,1.4923,11.97,4.4769,7.493100000000001
SO60342,3,20161219,2016-12-19,2003-08-28,486,13758,6,1,159.0,59.466,159.0,59.466,99.53399999999999
SO60342,2,20161219,2016-12-19,2003-11-18,540,13758,6,1,32.6,12.1924,32.6,12.1924,20.407600000000002
SO60365,2,20161219,2016-12-19,2003-11-27,528,13453,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60365,4,20161219,2016-12-19,2003-10-28,214,13453,4,1,34.99,13.0863,34.99,13.0863,21.9037
SO60365,1,20161219,2016-12-19,2003-11-11,356,13453,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60365,3,20161219,2016-12-19,2003-11-08,537,13453,4,1,35.0,13.09,35.0,13.09,21.91
SO60372,3,20161219,2016-12-19,2003-12-01,462,21326,4,3,23.5481,9.7136,70.6443,29.1408,41.5035
SO60372,2,20161219,2016-12-19,2003-11-07,215,21326,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60372,1,20161219,2016-12-19,2003-11-20,387,21326,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO60357,2,20161219,2016-12-19,2003-11-02,480,12513,10,2,2.29,0.8565,4.58,1.713,2.867
SO60357,1,20161219,2016-12-19,2003-09-29,538,12513,10,2,21.49,8.0373,42.98,16.0746,26.905399999999997
SO60357,3,20161219,2016-12-19,2003-10-08,486,12513,10,1,159.0,59.466,159.0,59.466,99.53399999999999
SO60376,3,20161219,2016-12-19,2003-10-06,223,24190,7,3,8.6442,5.7052,25.9326,17.1156,8.817
SO60376,2,20161219,2016-12-19,2003-10-24,214,24190,7,1,34.99,13.0863,34.99,13.0863,21.9037
SO60376,1,20161219,2016-12-19,2003-11-03,564,24190,7,1,2384.07,1481.9379,2384.07,1481.9379,902.1321000000003
SO60380,3,20161219,2016-12-19,2003-11-05,482,11450,9,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60380,2,20161219,2016-12-19,2003-09-11,220,11450,9,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60380,1,20161219,2016-12-19,2003-11-30,576,11450,9,1,2384.07,1481.9379,2384.07,1481.9379,902.1321000000003
SO60351,1,20161219,2016-12-19,2003-09-02,539,27936,7,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60338,2,20161219,2016-12-19,2003-11-28,528,26514,4,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60338,1,20161219,2016-12-19,2003-08-31,535,26514,4,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60325,1,20161219,2016-12-19,2003-11-21,529,15721,9,2,3.99,1.4923,7.98,2.9846,4.9954
SO60325,2,20161219,2016-12-19,2003-08-25,539,15721,9,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60325,3,20161219,2016-12-19,2003-11-29,487,15721,9,1,54.99,20.5663,54.99,20.5663,34.423700000000004
SO60329,1,20161219,2016-12-19,2003-09-02,529,12672,9,2,3.99,1.4923,7.98,2.9846,4.9954
SO60329,2,20161219,2016-12-19,2003-09-05,486,12672,9,1,159.0,59.466,159.0,59.466,99.53399999999999
SO60362,2,20161219,2016-12-19,2003-09-02,223,14288,4,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60362,3,20161219,2016-12-19,2003-09-08,485,14288,4,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60362,1,20161219,2016-12-19,2003-11-01,354,14288,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60349,3,20161219,2016-12-19,2003-09-04,480,13785,10,2,2.29,0.8565,4.58,1.713,2.867
SO60349,2,20161219,2016-12-19,2003-11-08,529,13785,10,2,3.99,1.4923,7.98,2.9846,4.9954
SO60349,1,20161219,2016-12-19,2003-08-22,540,13785,10,1,32.6,12.1924,32.6,12.1924,20.407600000000002
SO60333,2,20161219,2016-12-19,2003-11-26,528,14948,7,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60333,3,20161219,2016-12-19,2003-11-10,535,14948,7,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60333,4,20161219,2016-12-19,2003-11-01,220,14948,7,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60333,1,20161219,2016-12-19,2003-11-11,598,14948,7,1,539.99,294.5797,539.99,294.5797,245.4103
SO60332,1,20161219,2016-12-19,2003-10-27,530,28931,9,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60332,2,20161219,2016-12-19,2003-08-21,480,28931,9,1,2.29,0.8565,2.29,0.8565,1.4335
SO60332,3,20161219,2016-12-19,2003-11-17,486,28931,9,1,159.0,59.466,159.0,59.466,99.53399999999999
SO60379,1,20161219,2016-12-19,2003-09-21,586,29062,9,1,742.35,461.4448,742.35,461.4448,280.90520000000004
SO60344,2,20161219,2016-12-19,2003-09-03,466,18983,4,2,23.5481,9.7136,47.0962,19.4272,27.669000000000004
SO60344,1,20161219,2016-12-19,2003-08-23,475,18983,4,1,69.99,26.1763,69.99,26.1763,43.8137
SO60364,2,20161219,2016-12-19,2003-09-02,485,13447,4,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60364,3,20161219,2016-12-19,2003-09-23,215,13447,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60364,1,20161219,2016-12-19,2003-09-15,360,13447,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60358,2,20161219,2016-12-19,2003-11-03,481,17153,4,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60358,3,20161219,2016-12-19,2003-09-26,220,17153,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60358,1,20161219,2016-12-19,2003-11-06,581,17153,4,1,1700.99,1082.51,1700.99,1082.51,618.48
SO60331,2,20161219,2016-12-19,2003-11-18,480,11987,9,3,2.29,0.8565,6.87,2.5695,4.3004999999999995
SO60331,1,20161219,2016-12-19,2003-11-10,529,11987,9,2,3.99,1.4923,7.98,2.9846,4.9954
SO60331,3,20161219,2016-12-19,2003-12-04,486,11987,9,1,159.0,59.466,159.0,59.466,99.53399999999999
SO60350,3,20161219,2016-12-19,2003-10-31,464,19505,10,3,23.5481,9.7136,70.6443,29.1408,41.5035
SO60350,1,20161219,2016-12-19,2003-12-04,529,19505,10,2,3.99,1.4923,7.98,2.9846,4.9954
SO60350,2,20161219,2016-12-19,2003-09-02,539,19505,10,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60370,3,20161219,2016-12-19,2003-11-21,528,13104,9,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60370,4,20161219,2016-12-19,2003-11-22,214,13104,9,1,34.99,13.0863,34.99,13.0863,21.9037
SO60370,1,20161219,2016-12-19,2003-11-06,354,13104,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60370,2,20161219,2016-12-19,2003-10-07,537,13104,9,1,35.0,13.09,35.0,13.09,21.91
SO60341,2,20161219,2016-12-19,2003-09-15,480,11223,6,2,2.29,0.8565,4.58,1.713,2.867
SO60341,1,20161219,2016-12-19,2003-11-06,538,11223,6,2,21.49,8.0373,42.98,16.0746,26.905399999999997
SO60339,2,20161219,2016-12-19,2003-11-26,541,26262,1,3,28.99,10.8423,86.97,32.5269,54.4431
SO60339,1,20161219,2016-12-19,2003-10-14,530,26262,1,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60339,3,20161219,2016-12-19,2003-08-22,220,26262,1,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60346,3,20161219,2016-12-19,2003-08-22,462,26085,6,2,23.5481,9.7136,47.0962,19.4272,27.669000000000004
SO60346,1,20161219,2016-12-19,2003-11-26,528,26085,6,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60346,2,20161219,2016-12-19,2003-11-27,214,26085,6,1,34.99,13.0863,34.99,13.0863,21.9037
SO60340,2,20161219,2016-12-19,2003-09-05,223,26475,4,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60340,1,20161219,2016-12-19,2003-12-01,538,26475,4,2,21.49,8.0373,42.98,16.0746,26.905399999999997
SO60347,2,20161219,2016-12-19,2003-10-02,480,14593,4,2,2.29,0.8565,4.58,1.713,2.867
SO60347,1,20161219,2016-12-19,2003-10-23,528,14593,4,1,4.99,1.8663,4.99,1.8663,3.1237000000000004
SO60334,3,20161219,2016-12-19,2003-09-08,477,14978,8,3,4.99,1.8663,14.97,5.5989,9.3711
SO60334,4,20161219,2016-12-19,2003-11-08,478,14978,8,3,9.99,3.7363,29.97,11.2089,18.7611
SO60334,2,20161219,2016-12-19,2003-09-03,485,14978,8,3,21.98,8.2205,65.94,24.661499999999997,41.2785
SO60334,5,20161219,2016-12-19,2003-12-04,488,14978,8,1,53.99,41.5723,53.99,41.5723,12.417700000000004
SO60334,1,20161219,2016-12-19,2003-08-30,598,14978,8,1,539.99,294.5797,539.99,294.5797,245.4103
SO60356,1,20161219,2016-12-19,2003-09-23,541,26402,7,2,28.99,10.8423,57.98,21.6846,36.2954
SO60355,2,20161219,2016-12-19,2003-08-23,480,26887,10,2,2.29,0.8565,4.58,1.713,2.867
SO60355,1,20161219,2016-12-19,2003-09-08,529,26887,10,2,3.99,1.4923,7.98,2.9846,4.9954
SO60360,2,20161219,2016-12-19,2003-11-22,485,15362,6,3,21.98,8.2205,65.94,24.661499999999997,41.2785
SO60360,3,20161219,2016-12-19,2003-09-13,215,15362,6,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60360,1,20161219,2016-12-19,2003-11-05,362,15362,6,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60343,2,20161219,2016-12-19,2003-10-31,477,16800,6,3,4.99,1.8663,14.97,5.5989,9.3711
SO60343,1,20161219,2016-12-19,2003-11-20,478,16800,6,2,9.99,3.7363,19.98,7.4726,12.5074
SO60318,2,20161219,2016-12-19,2003-11-13,223,14207,8,2,8.6442,5.7052,17.2884,11.4104,5.878
SO60318,3,20161219,2016-12-19,2003-10-05,214,14207,8,1,34.99,13.0863,34.99,13.0863,21.9037
SO60318,1,20161219,2016-12-19,2003-11-03,356,14207,8,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60368,3,20161219,2016-12-19,2003-11-02,477,22578,9,3,4.99,1.8663,14.97,5.5989,9.3711
SO60368,2,20161219,2016-12-19,2003-09-21,479,22578,9,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60368,1,20161219,2016-12-19,2003-08-22,584,22578,9,1,539.99,343.6496,539.99,343.6496,196.3404
SO60330,1,20161219,2016-12-19,2003-09-10,529,12682,9,2,3.99,1.4923,7.98,2.9846,4.9954
SO60359,3,20161219,2016-12-19,2003-08-22,480,11886,4,2,2.29,0.8565,4.58,1.713,2.867
SO60359,2,20161219,2016-12-19,2003-10-25,485,11886,4,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60359,1,20161219,2016-12-19,2003-09-28,362,11886,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60353,1,20161219,2016-12-19,2003-11-24,528,20916,8,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60353,3,20161219,2016-12-19,2003-12-03,220,20916,8,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60353,4,20161219,2016-12-19,2003-11-27,229,20916,8,1,48.0673,31.7244,48.0673,31.7244,16.342900000000004
SO60353,2,20161219,2016-12-19,2003-09-27,536,20916,8,1,29.99,11.2163,29.99,11.2163,18.773699999999998
SO60321,1,20161219,2016-12-19,2003-11-23,352,14186,7,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO60321,2,20161219,2016-12-19,2003-11-23,483,14186,7,1,120.0,44.88,120.0,44.88,75.12
SO60324,1,20161219,2016-12-19,2003-09-11,479,12920,1,3,8.99,3.3623,26.97,10.0869,16.8831
SO60324,2,20161219,2016-12-19,2003-11-09,477,12920,1,2,4.99,1.8663,9.98,3.7326,6.247400000000001
SO60324,3,20161219,2016-12-19,2003-11-29,214,12920,1,1,34.99,13.0863,34.99,13.0863,21.9037
SO60354,2,20161219,2016-12-19,2003-11-17,480,26833,10,2,2.29,0.8565,4.58,1.713,2.867
SO60354,1,20161219,2016-12-19,2003-10-15,529,26833,10,2,3.99,1.4923,7.98,2.9846,4.9954
SO60371,2,20161219,2016-12-19,2003-10-05,215,25400,4,1,33.6442,12.0278,33.6442,12.0278,21.6164
SO60371,3,20161219,2016-12-19,2003-09-06,232,25400,4,1,48.0673,31.7244,48.0673,31.7244,16.342900000000004
SO60371,1,20161219,2016-12-19,2003-11-14,563,25400,4,1,2384.07,1481.9379,2384.07,1481.9379,902.1321000000003
SO60326,2,20161219,2016-12-19,2003-10-29,528,14223,9,3,4.99,1.8663,14.97,5.5989,9.3711
SO60326,3,20161219,2016-12-19,2003-09-07,485,14223,9,2,21.98,8.2205,43.96,16.441,27.519000000000002
SO60326,1,20161219,2016-12-19,2003-09-06,535,14223,9,2,24.99,9.3463,49.98,18.6926,31.287399999999998
SO60326,4,20161219,2016-12-19,2003-11-14,488,14223,9,1,53.99,41.5723,53.99,41.5723,12.417700000000004
SO60335,2,20161219,2016-12-19,2003-08-21,479,12655,7,2,8.99,3.3623,17.98,6.7246,11.255400000000002
SO60335,1,20161219,2016-12-19,2003-09-01,371,12655,7,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO60335,3,20161219,2016-12-19,2003-09-04,477,12655,7,1,4.99,1.8663,4.99,1.8663,3.1237000000000004
SO60319,2,20161219,2016-12-19,2003-10-29,478,12609,10,2,9.99,3.7363,19.98,7.4726,12.5074
SO60319,1,20161219,2016-12-19,2003-09-14,358,12609,10,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO60373,2,20161219,2016-12-19,2003-09-23,539,17480,4,2,24.99,9.3463,49.98,18.6926,31.287399999999998
